01.10.1971;26.5;;1
01.04.1976;99.0;;1
01.08.1977;86.8;;1
01.03.1978;85.9;;1
01.09.1978;77.5;;1
01.11.1979;76.9;;1
01.03.1981;65.9;;1
01.07.1982;53.6;;1
01.07.1986;38.7;;1
01.04.1988;26.3;;1
01.06.1993;18.3;;1
01.02.1995;16.4;;1
01.06.1997;16.6;;1
01.09.2015;5.5;;1
