1;1954;92.61891624450381;20
2;1954;100.34818816600009;20
3;1954;47.55962542506224;443
4;1954;49.658110841595445;391
5;1954;0.05946344699474082;474
6;1954;19.97598322775541;180
7;1954;4.067176952582745;139
8;1954;19.904226479559206;84
9;1954;16.505936805149982;44
10;1954;44.72670375642484;24
11;1954;74.27067802670884;29
12;1954;133.81399457939466;20
1;1955;57.07278154217815;17
2;1955;87.06166623490184;25
3;1955;88.02973783297422;32
4;1955;110.56651413612796;35
5;1955;15.027304445690799;60
6;1955;15.873379863567783;64
7;1955;5.473715149727896;26
8;1955;36.62914225175184;20
9;1955;14.253842730479622;34
10;1955;38.60139679756209;17
11;1955;63.60396802202658;18
12;1955;64.54882489508012;22
1;1956;101.27095440926864;44
2;1956;110.06369626870652;43
3;1956;95.86451765064524;69
4;1956;57.791059471653675;70
5;1956;7.652758725752783;124
6;1956;26.255221932380525;136
7;1956;14.814741844754645;136
8;1956;15.613301542452781;254
9;1956;18.537745925054445;73
10;1956;48.20677139987539;54
11;1956;77.38985432751447;34
12;1956;128.0931741668196;32
1;1957;117.2211339712101;65
2;1957;113.1809959220042;87
3;1957;37.45123318767485;63
4;1957;72.04638560591258;60
5;1957;28.405644072941193;100
6;1957;31.219033456071116;88
7;1957;30.888841894145177;111
8;1957;1.9824361642214665;93
9;1957;36.480112369008154;82
10;1957;13.753891379618203;62
11;1957;109.09756150018069;48
12;1957;63.360966669655035;56
1;1958;59.78622879202433;145
2;1958;66.985574683518;162
3;1958;52.18888831673903;162
4;1958;37.617692028805436;223
5;1958;59.121578074072836;315
6;1958;8.470010038436316;453
7;1958;-16.85351578754872;428
8;1958;32.287659535595836;747
9;1958;8.26952122356815;191
10;1958;0.2629324691720534;88
11;1958;87.51677855298598;141
12;1958;102.46724353156065;330
1;1959;86.30086634089545;395
2;1959;128.15080000482456;469
3;1959;72.58203159421451;641
4;1959;92.33899197714601;523
5;1959;30.054817639998085;354
6;1959;46.176110812397184;382
7;1959;12.188053928508563;321
8;1959;-14.394887939580656;154
9;1959;68.98737298122795;80
10;1959;14.084516640348646;65
11;1959;66.02324274222207;69
12;1959;75.99202990157491;64
1;1960;90.93211102070883;70
2;1960;104.85338882163589;84
3;1960;74.03660357748008;60
4;1960;73.22040575197386;90
5;1960;55.84316417951134;111
6;1960;12.590708564229852;149
7;1960;-14.662414708928534;171
8;1960;-13.646362530192672;114
9;1960;6.684909636017469;84
10;1960;-8.48391615237864;67
11;1960;86.50059648877972;36
12;1960;80.03572872737844;54
1;1961;88.78030043394298;62
2;1961;99.96217034323993;53
3;1961;42.06759150809136;61
4;1961;42.77367278447916;115
5;1961;33.49423051375945;143
6;1961;27.370782615725865;170
7;1961;1.1365613859872443;133
8;1961;46.21069828250913;118
9;1961;-6.1145384511547505;60
10;1961;18.100255796900413;67
11;1961;65.38320513729062;177
12;1961;34.1382999970692;354
1;1962;133.7505762723216;311
2;1962;107.32664029080117;638
3;1962;49.10821236184417;569
4;1962;101.02346885714888;611
5;1962;31.71324000344765;735
6;1962;23.590522800439288;717
7;1962;-2.139967964000922;785
8;1962;12.124454480704356;491
9;1962;-10.513606324587155;316
10;1962;40.9005218884969;260
11;1962;62.51123362313559;208
12;1962;92.68096393109246;515
1;1963;119.04109724399412;500
2;1963;105.69496221698115;625
3;1963;75.24934890926536;890
4;1963;65.52998609644368;1710
5;1963;5.334567922093743;975
6;1963;31.720094388685375;1470
7;1963;40.867182216089674;3890
8;1963;25.176113201958618;1500
9;1963;37.69817628929766;1000
10;1963;7.454369621636236;587
11;1963;52.64425554254149;600
12;1963;61.182479514163205;750
1;1964;119.64506141656872;825
2;1964;94.91640264785264;1190
3;1964;97.99687884961972;1000
4;1964;44.36176634626399;1340
5;1964;11.24982034342838;1980
6;1964;16.908501743825155;1380
7;1964;28.42900137319023;1155
8;1964;11.215003915990135;910
9;1964;24.222495100154333;1140
10;1964;25.330551346112312;1415
11;1964;73.54375440551921;1415
12;1964;67.67059964230512;290
1;1965;96.61854201946556;305
2;1965;96.26842012977067;295
3;1965;68.86351038228305;525
4;1965;69.84673111873298;895
5;1965;6.386437179822284;770
6;1965;13.309839451907404;990
7;1965;4.052762344529928;878
8;1965;18.34604009949725;440
9;1965;35.69541302031179;345
10;1965;5.891494752526217;175
11;1965;81.71820862205232;175
12;1965;131.31566640437669;200
1;1966;65.5768614833475;182
2;1966;83.39656209369772;320
3;1966;52.38844800311658;380
4;1966;54.41804556913419;420
5;1966;52.45698171908002;530
6;1966;15.267053526943531;585
7;1966;-3.8938719057445255;635
8;1966;22.43607008611145;270
9;1966;8.003909378583051;150
10;1966;47.46824324043871;110
11;1966;76.10534080488021;150
12;1966;117.77558792740537;225
1;1967;81.77311513693962;100
2;1967;160.6171422474406;170
3;1967;86.49169250066915;175
4;1967;73.09160305173401;250
5;1967;18.976231047846717;270
6;1967;0.48805761731145125;305
7;1967;-7.355373552471807;305
8;1967;7.280453477988214;205
9;1967;4.054604290137407;125
10;1967;30.653514244968406;95
11;1967;53.478051363053595;50
12;1967;102.42165401678017;90
1;1968;114.12243408249392;125
2;1968;85.88318985195433;155
3;1968;93.85372135509387;140
4;1968;55.24116128495635;200
5;1968;43.105757721764505;210
6;1968;23.76332694582475;230
7;1968;32.44656643314185;200
8;1968;-9.94039591059365;145
9;1968;17.864120264415497;80
10;1968;54.02858521181871;90
11;1968;57.63926304636843;95
12;1968;49.2559754863841;120
1;1969;56.14821637047089;87
2;1969;49.87118694647877;94
3;1969;27.716721561663476;179
4;1969;51.76721673623035;271
5;1969;45.570561656834435;98
6;1969;6.155414409736544;217
7;1969;16.47054707202864;226
8;1969;7.800170196727864;197
9;1969;20.170978908720492;90
10;1969;21.63602320510568;53
11;1969;66.51639311384018;94
12;1969;99.22328199954035;43
1;1970;71.4803465711737;52
2;1970;120.20254354669449;103
3;1970;88.40035866495526;142
4;1970;56.098853182481974;131
5;1970;36.10786848464363;186
6;1970;0.9731114748564629;207
7;1970;-0.7444604775067667;208
8;1970;13.125277005401665;196
9;1970;16.19557949830277;114
10;1970;16.025239346567545;99
11;1970;56.551039224268074;71
12;1970;78.85010556427913;47
1;1971;113.78337488392975;70
2;1971;61.133531886632944;70
3;1971;77.04988728738667;70
4;1971;55.27126096374027;146
5;1971;34.55626999999298;167
6;1971;25.301472272787315;226
7;1971;-45.65068935305845;223
8;1971;21.692932209548523;67
9;1971;26.48548486896842;70
10;1971;25.437256732531047;75
11;1971;60.626523674442176;52
12;1971;107.06562443911244;77
1;1972;86.73941380577935;61
2;1972;136.69435253299372;63
3;1972;81.28765710988627;86
4;1972;102.75656134878965;84
5;1972;4.289320061595291;79
6;1972;-20.118512804657037;82
7;1972;24.295791949716307;63
8;1972;27.054081234505727;94
9;1972;20.707201941095146;54
10;1972;-5.775864914892864;45
11;1972;61.04209630567763;28
12;1972;102.3597106784067;29
1;1973;91.31647348692509;29
2;1973;97.68029629055208;32
3;1973;66.49082062676494;43
4;1973;41.32170688746997;112
5;1973;9.339593478328014;107
6;1973;-13.531108410410638;85
7;1973;45.35919896622053;47
8;1973;0.4925424972403576;84
9;1973;29.552203636351145;53
10;1973;4.562281107173813;43
11;1973;85.89056479202165;45
12;1973;52.53678044729397;33
1;1974;113.41230236109912;39
2;1974;99.29264150242578;50
3;1974;112.21210107201419;58
4;1974;33.86931854311963;72
5;1974;21.52760960319184;91
6;1974;22.344636277677296;99
7;1974;34.65798384752475;97
8;1974;1.5428607721844916;53
9;1974;21.72928813048575;70
10;1974;-17.849334581547367;138
11;1974;53.396622719545846;69
12;1974;99.03231901110483;23
1;1975;117.08348652606426;36
2;1975;94.36527461868775;40
3;1975;111.12711046396586;55
4;1975;95.20498452898187;61
5;1975;18.786950164503804;62
6;1975;-33.27006002347575;81
7;1975;-25.55132751611975;81
8;1975;-5.557176532548256;81
9;1975;42.316822158483376;40
10;1975;31.205445755675346;23
11;1975;28.11504367554376;25
12;1975;85.42468342259676;25
1;1976;127.2672274912623;35
2;1976;92.50390625394695;34
3;1976;55.00060765448667;32
4;1976;101.09248205036232;32
5;1976;21.068190735966958;40
6;1976;5.416858024278401;41
7;1976;17.00334317656558;44
8;1976;10.34329452748177;42
9;1976;11.417154435298125;16
10;1976;49.16912657103926;27
11;1976;92.31403605568973;32
12;1976;106.81723116282208;34
